MEMBER_ID,Expected Final Portfolio Value,Median Final Portfolio Value,Standard Deviation of Final Portfolio Value,Value at Risk (VaR 95%),Conditional Value at Risk (CVaR 95%),Probability of Loss,Sharpe Ratio
MID000272,"$100,537.38","$97,067.44","$21,388.99","$8,596.53","$14,886.39",14.40%,0.9602
MID000273,"$61,035.94","$59,426.55","$13,143.25","$7,165.78","$11,196.20",19.20%,0.8397
MID000274,"$119,721.79","$117,278.81","$25,061.72","$12,907.85","$19,814.01",17.80%,0.9066
MID000275,"$1,233.09","$1,193.99",$264.44,$144.82,$207.41,16.60%,0.8814
MID000276,"$1,225.15","$1,198.82",$257.45,$157.82,$217.33,18.60%,0.8745
MID000277,"$1,225,886.34","$1,211,443.65","$254,397.60","$155,793.88","$222,061.47",19.80%,0.8879
MID000278,"$49,984.65","$48,708.31","$10,682.87","$5,498.24","$8,058.33",15.80%,0.9346
MID000279,"$85,392.42","$83,900.79","$17,673.31","$9,701.33","$13,617.92",19.80%,0.9275
MID000280,"$97,583.16","$95,862.31","$19,575.73","$10,010.23","$15,646.72",19.40%,0.8982
MID000281,"$67,973.98","$65,385.48","$14,500.90","$7,427.58","$11,002.16",17.80%,0.8947
MID000282,"$85,901.08","$83,584.50","$17,909.17","$8,710.41","$14,216.38",16.40%,0.9437
MID000283,"$60,648.68","$59,381.18","$11,715.53","$5,629.84","$8,880.18",15.40%,0.9943
MID000284,"$62,158.12","$60,825.33","$12,769.67","$6,420.68","$9,542.20",17.00%,0.9521
MID000285,"$1,209,934.08","$1,174,368.39","$252,123.07","$142,693.15","$220,078.02",20.20%,0.8327
MID000286,"$13,477.66","$12,978.28","$2,942.07","$1,702.64","$2,158.86",20.40%,0.8421
MID000287,"$84,267.72","$81,824.10","$17,085.96","$8,362.64","$14,470.33",18.20%,0.8936
MID000288,"$112,050.73","$108,076.62","$23,373.00","$12,237.00","$18,003.17",16.60%,0.9434
MID000289,"$120,466.93","$117,169.39","$25,018.25","$11,856.05","$18,753.54",16.80%,0.9380
MID000290,"$107,264.18","$104,506.58","$22,159.57","$13,650.18","$19,066.28",20.20%,0.8693
MID000291,"$13,405.16","$13,160.80","$2,858.12","$1,592.62","$2,438.78",20.00%,0.8415
MID000292,"$1,239.18","$1,227.30",$267.03,$151.74,$221.68,18.20%,0.8957
MID000293,"$6,174.79","$6,016.96","$1,362.34",$782.53,"$1,100.30",18.40%,0.8623
MID000294,"$98,877.28","$96,282.09","$22,263.15","$14,125.94","$18,752.93",20.20%,0.8479
MID000295,"$68,277.72","$66,906.41","$13,762.17","$7,935.29","$10,983.22",16.20%,0.9648
MID000296,"$61,667.89","$60,291.67","$12,436.20","$6,260.57","$8,429.56",15.00%,1.0186
MID000297,"$1,247,520.79","$1,235,521.10","$250,368.33","$106,622.33","$167,420.45",15.60%,0.9886
MID000298,"$98,562.44","$96,835.38","$20,841.71","$11,850.02","$18,144.00",17.80%,0.8906
MID000299,"$6,195.55","$5,975.08","$1,401.24",$794.10,"$1,067.45",19.60%,0.8532
MID000300,"$1,234,300.53","$1,215,414.99","$255,250.66","$133,951.31","$204,892.13",17.80%,0.9179
MID000301,"$1,233.36","$1,210.44",$252.04,$118.87,$185.11,19.20%,0.9259
MID000302,"$13,385.74","$13,070.84","$2,784.30","$1,625.16","$2,503.93",19.60%,0.8569
MID000303,"$13,546.06","$13,175.24","$2,956.89","$1,795.61","$2,562.49",19.40%,0.8611
MID000304,"$67,641.05","$66,314.61","$14,489.52","$8,921.60","$12,425.66",19.20%,0.8724
MID000305,"$110,823.86","$107,693.45","$22,642.55","$9,342.40","$15,640.38",14.40%,1.0080
MID000306,"$120,518.56","$117,907.68","$23,797.65","$12,027.13","$18,188.02",16.40%,0.9883
MID000307,"$6,166.51","$6,017.32","$1,298.15",$775.90,"$1,102.36",17.20%,0.8986
MID000308,"$118,458.96","$116,833.18","$24,734.97","$14,896.39","$21,071.67",19.60%,0.8676
MID000309,"$1,233.46","$1,222.32",$255.63,$152.32,$222.68,15.60%,0.9133
MID000310,"$1,222.85","$1,199.12",$253.10,$148.35,$211.37,19.40%,0.8805
MID000311,"$13,517.58","$13,394.11","$2,713.54","$1,606.16","$2,371.21",17.00%,0.9278
MID000312,"$98,504.28","$97,161.40","$20,439.55","$11,613.33","$16,741.96",19.40%,0.9053
MID000313,"$66,824.63","$66,302.18","$12,810.37","$8,181.56","$11,214.16",17.60%,0.9231
MID000314,"$83,993.85","$81,788.81","$17,226.19","$9,450.75","$14,106.61",20.00%,0.8704
MID000315,"$60,530.69","$59,641.88","$12,460.05","$6,189.05","$9,465.23",17.80%,0.9254
MID000316,"$1,239,778.94","$1,204,729.06","$262,250.93","$118,810.59","$185,409.61",17.00%,0.9143
MID000317,"$1,217,260.67","$1,194,634.86","$253,589.08","$184,077.97","$231,805.64",18.80%,0.8567
MID000318,"$84,358.25","$81,797.14","$17,629.47","$9,279.57","$14,210.24",18.20%,0.8712
MID000319,"$56,173.96","$55,005.08","$12,561.62","$6,693.16","$9,896.72",17.80%,0.8895
MID000320,"$13,410.42","$13,135.90","$2,834.00","$1,799.77","$2,599.48",20.00%,0.8505
MID000321,"$61,483.95","$59,775.16","$13,055.64","$6,678.34","$10,333.55",18.40%,0.8796
MID000322,"$54,921.00","$54,416.00","$10,866.00","$6,418.64","$9,181.87",19.20%,0.9130
MID000323,"$1,247,207.71","$1,222,629.54","$275,050.31","$120,702.61","$206,609.30",18.00%,0.8988
MID000324,"$1,232,894.60","$1,210,467.93","$242,122.40","$112,485.43","$192,830.63",15.80%,0.9619
MID000325,"$121,322.84","$119,844.49","$24,796.12","$12,280.60","$18,431.86",16.00%,0.9809
MID000326,"$61,012.95","$60,292.91","$12,239.34","$6,841.93","$11,162.92",18.20%,0.8998
MID000327,"$97,692.47","$96,148.03","$19,929.29","$11,368.80","$17,054.38",18.40%,0.8878
MID000328,"$84,491.19","$83,315.01","$17,148.11","$10,392.32","$15,730.58",19.60%,0.9034
MID000329,"$118,690.16","$115,685.79","$24,136.34","$13,608.79","$20,795.43",18.00%,0.8987
MID000330,"$49,633.78","$48,883.17","$10,137.07","$4,642.63","$7,267.26",16.80%,0.9504
MID000331,"$1,224,282.29","$1,185,157.15","$261,408.13","$143,788.81","$197,410.45",19.80%,0.8580
MID000332,"$97,411.37","$95,445.85","$19,634.55","$11,152.23","$17,098.78",17.40%,0.8868
MID000333,"$61,632.73","$60,661.60","$12,449.52","$7,444.77","$10,478.67",18.00%,0.9344
MID000334,"$84,790.20","$82,298.01","$17,436.10","$8,148.46","$12,563.86",17.60%,0.9056
MID000335,"$59,953.04","$58,648.97","$12,760.28","$6,089.28","$9,955.44",20.00%,0.8584
MID000336,"$1,228.83","$1,197.68",$255.82,$138.75,$199.05,17.40%,0.8945
MID000337,"$6,188.86","$6,013.17","$1,290.11",$707.61,"$1,045.00",17.80%,0.9215
MID000338,"$119,099.42","$117,577.97","$25,757.16","$13,051.54","$17,844.02",21.60%,0.8580
MID000339,"$109,603.48","$108,834.07","$23,020.77","$13,064.37","$17,436.31",17.80%,0.9384
MID000340,"$61,018.04","$60,000.09","$12,085.20","$5,808.77","$9,031.65",14.80%,0.9944
MID000341,"$108,460.99","$107,640.16","$21,961.22","$11,750.61","$16,472.55",20.40%,0.9317
MID000342,"$12,547.54","$12,298.87","$2,567.97","$1,221.85","$1,894.29",16.20%,0.9920
MID000343,"$85,004.28","$83,067.40","$17,564.46","$9,366.79","$14,243.30",18.40%,0.9112
MID000344,"$65,949.15","$64,929.28","$12,471.96","$7,892.37","$10,557.26",18.80%,0.8779
MID000345,"$99,615.00","$97,718.96","$21,331.71","$10,441.83","$17,104.35",17.20%,0.9195
MID000346,"$111,877.65","$109,923.79","$23,534.98","$14,073.08","$20,207.21",16.60%,0.9296
MID000347,"$85,781.20","$84,160.68","$17,825.70","$9,292.47","$13,336.88",18.20%,0.9414
MID000348,"$61,498.57","$60,838.48","$12,586.29","$7,544.65","$11,693.70",16.80%,0.9136
MID000349,"$60,530.02","$58,935.66","$13,009.48","$6,834.72","$10,179.61",18.20%,0.8863
MID000350,"$84,649.75","$82,457.71","$18,629.87","$9,634.85","$14,846.40",18.60%,0.8400
MID000351,"$109,713.14","$106,798.17","$23,464.43","$10,841.52","$18,137.76",16.80%,0.9254
MID000352,"$61,585.41","$60,613.83","$12,272.17","$6,908.00","$11,315.95",17.20%,0.9440
MID000353,"$67,482.41","$65,577.27","$14,133.41","$6,817.97","$11,126.34",19.80%,0.8832
MID000354,"$1,238,548.94","$1,214,302.42","$255,410.63","$145,626.87","$215,373.42",17.60%,0.9340
MID000355,"$98,791.49","$96,468.96","$19,350.50","$9,760.24","$15,890.91",15.20%,0.9711
MID000356,"$6,168.41","$5,986.40","$1,289.28",$686.27,"$1,015.56",18.60%,0.9063
MID000357,"$13,478.47","$12,984.15","$2,784.84","$1,247.71","$2,049.52",17.60%,0.8900
MID000358,"$12,290.65","$12,101.19","$2,442.98","$1,317.59","$1,969.30",16.80%,0.9376
MID000359,"$12,275.33","$11,961.04","$2,716.07","$1,629.89","$2,330.34",19.40%,0.8377
MID000360,"$67,726.66","$66,828.63","$13,931.78","$9,057.64","$12,131.05",18.00%,0.9135
MID000361,"$1,225,917.83","$1,195,903.18","$256,158.64","$144,225.72","$212,037.35",18.20%,0.8819
MID000362,"$99,540.14","$96,385.64","$21,338.32","$10,096.34","$15,999.88",15.60%,0.9157
MID000363,"$13,598.88","$13,147.61","$2,816.95","$1,461.14","$2,138.10",17.20%,0.9226
MID000364,"$6,122.14","$5,961.34","$1,333.29",$753.25,"$1,196.31",21.60%,0.8416
MID000365,"$84,913.68","$83,362.64","$16,814.41","$8,051.09","$12,877.15",15.80%,0.9464
MID000366,"$59,684.93","$58,920.31","$12,599.07","$7,771.59","$11,670.92",19.80%,0.8481
MID000367,"$61,024.42","$60,103.43","$12,897.08","$7,513.90","$10,171.16",20.20%,0.8548
MID000368,"$107,274.16","$104,432.92","$22,852.95","$12,555.66","$18,869.37",18.60%,0.8434
MID000369,"$12,317.14","$11,974.07","$2,559.63","$1,297.95","$2,047.91",17.20%,0.9053
MID000370,"$61,352.09","$59,786.22","$13,658.48","$8,863.15","$11,751.29",21.00%,0.8311
MID000371,"$11,976.69","$11,722.89","$2,389.19","$1,437.97","$2,010.84",22.80%,0.8273
MID000372,"$62,352.14","$60,511.57","$13,653.18","$6,875.87","$9,415.86",17.00%,0.9047
MID000373,"$12,634.98","$12,217.10","$2,760.70","$1,257.12","$1,940.52",15.20%,0.9545
MID000374,"$69,195.64","$68,365.47","$14,620.38","$6,129.97","$9,641.72",18.40%,0.9709
MID000375,"$13,457.12","$13,089.28","$2,878.31","$1,666.35","$2,194.66",21.80%,0.8537
MID000376,"$6,216.41","$6,077.34","$1,413.63",$803.52,"$1,032.62",18.40%,0.8605
MID000377,"$6,155.74","$5,981.03","$1,291.26",$642.80,"$1,002.14",17.80%,0.8951
MID000378,"$67,531.69","$65,522.48","$14,282.94","$8,732.85","$12,098.03",18.60%,0.8774
MID000379,"$98,313.53","$96,177.41","$20,465.82","$9,582.92","$14,952.02",19.40%,0.8948
MID000380,"$61,697.86","$60,627.04","$13,198.40","$7,986.33","$11,574.57",18.20%,0.8863
MID000381,"$68,403.28","$67,340.77","$14,525.98","$8,606.96","$12,054.19",17.20%,0.9227
MID000382,"$55,570.38","$54,091.98","$12,309.43","$6,963.95","$10,055.59",20.20%,0.8587
MID000383,"$85,539.01","$83,641.78","$17,281.73","$8,420.28","$13,680.65",15.40%,0.9570
MID000384,"$6,149.29","$6,063.03","$1,276.71",$725.08,"$1,034.75",17.80%,0.9002
MID000385,"$1,242,624.12","$1,217,163.85","$257,242.61","$133,603.62","$199,864.22",18.00%,0.9432
MID000386,"$61,838.78","$60,421.14","$13,244.96","$7,115.48","$10,258.99",19.20%,0.8938
MID000387,"$110,738.32","$108,218.67","$22,121.97","$11,587.78","$16,641.27",17.00%,0.9375
MID000388,"$84,446.39","$83,414.80","$18,266.39","$10,299.95","$13,823.49",20.60%,0.8456
MID000389,"$48,831.41","$47,317.81","$10,505.90","$5,854.94","$8,729.92",21.00%,0.8406
MID000390,"$98,372.64","$95,557.86","$22,137.08","$11,159.81","$17,217.90",20.00%,0.8299
MID000391,"$1,232,527.71","$1,207,607.32","$252,695.47","$134,146.72","$193,410.58",17.00%,0.9202
MID000392,"$97,479.69","$95,542.32","$20,859.59","$14,613.35","$18,270.88",21.40%,0.8380
MID000393,"$48,481.41","$47,898.33","$10,482.18","$7,406.24","$9,653.01",21.40%,0.8091
MID000394,"$98,590.06","$96,658.32","$19,494.68","$11,122.47","$15,874.89",16.80%,0.9536
MID000395,"$49,329.50","$48,236.83","$10,279.62","$5,527.57","$8,273.73",16.20%,0.9076
MID000396,"$61,792.72","$61,667.13","$12,616.41","$6,723.53","$10,582.52",17.20%,0.9347
MID000397,"$61,865.59","$59,978.81","$12,747.51","$6,807.83","$9,547.41",16.40%,0.9308
MID000398,"$56,182.53","$55,690.25","$11,421.09","$6,070.31","$8,645.17",17.80%,0.9791
MID000399,"$6,207.82","$6,114.94","$1,225.87",$594.14,$941.39,17.20%,0.9853
MID000400,"$110,647.31","$108,108.50","$23,006.65","$12,320.37","$16,703.24",18.80%,0.8974
MID000401,"$118,833.95","$117,021.70","$26,353.33","$16,495.13","$23,013.21",21.20%,0.8285
MID000402,"$1,239.31","$1,187.27",$268.31,$135.22,$221.97,16.40%,0.8919
MID000403,"$1,238.02","$1,235.75",$251.85,$154.19,$218.98,18.00%,0.9451
MID000404,"$6,272.32","$6,083.78","$1,286.08",$619.69,$914.55,16.80%,0.9893
MID000405,"$55,372.87","$54,115.21","$11,183.28","$5,823.65","$8,305.28",18.60%,0.9275
MID000406,"$1,217.90","$1,191.41",$250.85,$136.94,$227.11,20.40%,0.8687
MID000407,"$1,260.69","$1,244.65",$258.98,$106.86,$210.22,15.60%,1.0066
MID000408,"$1,226.76","$1,193.04",$250.04,$143.67,$217.92,17.40%,0.9069
MID000409,"$60,733.05","$59,040.68","$12,618.55","$6,784.08","$9,388.21",17.40%,0.9298
MID000410,"$60,620.79","$59,090.96","$12,873.75","$6,653.14","$10,018.45",19.00%,0.9027
MID000411,"$56,138.67","$55,421.34","$11,094.07","$5,618.30","$8,832.36",15.80%,1.0040
MID000412,"$6,170.26","$6,000.70","$1,272.18",$625.46,$905.80,19.00%,0.9199
MID000413,"$6,251.96","$6,088.29","$1,372.02",$600.93,"$1,033.52",18.00%,0.9125
MID000414,"$1,223,543.99","$1,200,876.59","$252,743.21","$161,925.67","$217,907.95",17.40%,0.8845
MID000415,"$49,100.70","$48,268.24","$10,309.84","$5,963.09","$8,180.15",17.20%,0.8827
MID000416,"$111,894.43","$108,705.25","$23,196.03","$11,401.47","$19,565.02",16.80%,0.9439
MID000417,"$1,218,100.01","$1,191,586.76","$259,711.14","$144,280.00","$218,610.91",20.40%,0.8398
MID000418,"$109,480.80","$107,456.14","$22,682.11","$11,772.96","$18,025.85",16.40%,0.9470
MID000419,"$60,792.39","$58,972.87","$12,881.70","$5,617.27","$8,708.56",17.00%,0.9154
MID000420,"$1,212,250.19","$1,191,862.27","$244,853.23","$167,892.77","$241,057.20",20.60%,0.8668
MID000421,"$84,023.14","$82,867.95","$17,199.75","$10,266.35","$15,351.24",20.80%,0.8735
MID000422,"$59,393.93","$58,832.84","$12,770.96","$7,875.66","$11,015.42",23.00%,0.8139
MID000423,"$13,556.23","$13,322.78","$2,912.36","$1,785.22","$2,650.99",19.40%,0.8777
MID000424,"$13,565.28","$13,180.55","$2,980.98","$1,575.99","$2,458.92",20.20%,0.8605
MID000425,"$109,106.79","$106,111.88","$23,217.21","$10,825.86","$16,823.80",17.60%,0.9091
MID000426,"$67,452.97","$65,574.14","$14,374.68","$7,800.38","$11,693.60",19.60%,0.8663
MID000427,"$107,668.50","$104,748.41","$22,845.79","$12,936.30","$18,654.79",18.80%,0.8609
MID000428,"$12,455.31","$12,434.62","$2,544.34","$1,205.45","$2,110.39",17.40%,0.9650
MID000429,"$13,819.80","$13,603.18","$2,858.67","$1,359.43","$2,060.82",16.20%,0.9864
MID000430,"$59,622.78","$59,311.79","$12,256.16","$8,207.92","$10,711.73",21.00%,0.8667
MID000431,"$59,944.54","$58,813.49","$11,913.24","$6,370.87","$9,406.35",18.60%,0.9187
MID000432,"$55,556.74","$54,376.71","$11,705.74","$6,071.92","$9,362.54",19.60%,0.9018
MID000433,"$13,562.56","$13,426.68","$2,732.29","$1,641.79","$2,450.98",16.80%,0.9379
MID000434,"$109,866.22","$107,949.29","$22,023.54","$13,190.64","$21,411.17",17.00%,0.9020
MID000435,"$98,169.00","$97,033.43","$20,678.77","$13,589.39","$18,664.54",19.60%,0.8786
MID000436,"$60,757.71","$59,517.87","$12,782.00","$6,282.39","$8,907.30",17.80%,0.9199
MID000437,"$98,239.88","$96,069.55","$19,560.86","$9,817.15","$15,118.31",17.80%,0.9325
MID000438,"$1,229,616.62","$1,199,333.98","$247,659.56","$136,675.05","$198,892.52",16.80%,0.9271
MID000439,"$48,680.19","$48,053.20","$10,152.35","$5,801.76","$9,494.74",20.00%,0.8550
MID000440,"$68,126.24","$67,584.28","$13,946.56","$7,653.61","$11,189.17",19.80%,0.9412
MID000441,"$108,945.36","$106,099.86","$22,259.83","$8,701.76","$15,324.76",16.20%,0.9409
MID000442,"$1,228,995.90","$1,192,854.28","$265,637.89","$132,867.38","$213,469.76",18.80%,0.8621
MID000443,"$97,480.37","$96,196.24","$19,931.29","$11,803.99","$18,167.10",21.00%,0.8770
MID000444,"$1,225,680.28","$1,200,080.28","$251,882.28","$133,147.30","$212,469.68",19.40%,0.8960
MID000445,"$1,218,567.22","$1,189,244.38","$251,923.54","$151,567.54","$220,093.12",18.40%,0.8676
MID000446,"$108,736.32","$107,306.51","$22,434.47","$12,670.73","$19,488.31",16.80%,0.9243
MID000447,"$1,220.42","$1,209.15",$243.69,$161.74,$217.81,16.20%,0.9045
MID000448,"$13,572.69","$13,329.48","$2,774.61","$1,528.07","$2,229.26",18.20%,0.9272
MID000449,"$55,813.02","$54,362.81","$11,430.06","$4,747.21","$8,764.48",16.40%,0.9460
MID000450,"$111,226.00","$109,676.22","$21,887.04","$13,626.86","$17,937.94",16.80%,0.9698
MID000451,"$107,924.05","$106,535.25","$20,855.95","$11,688.82","$16,740.59",17.00%,0.9553
MID000452,"$59,810.95","$58,844.10","$12,362.84","$7,461.56","$10,505.46",20.00%,0.8745
MID000453,"$120,202.67","$118,230.96","$25,287.18","$15,444.20","$21,048.06",17.80%,0.9176
MID000454,"$48,869.85","$48,100.86","$10,179.09","$6,611.78","$9,384.79",17.60%,0.8714
MID000455,"$105,797.13","$103,305.01","$21,280.96","$12,807.00","$17,933.31",21.00%,0.8363
MID000456,"$48,764.26","$47,525.47","$9,880.20","$5,057.14","$8,070.85",21.00%,0.8871
MID000457,"$112,078.70","$109,307.93","$23,726.75","$12,179.88","$18,118.32",17.60%,0.9305
MID000458,"$1,230.63","$1,218.85",$258.60,$160.41,$227.21,18.80%,0.8918
MID000459,"$98,660.97","$97,171.95","$19,563.26","$10,530.81","$15,298.25",16.80%,0.9539
MID000460,"$110,462.41","$109,262.31","$22,864.84","$12,824.99","$17,486.40",20.20%,0.8949
MID000461,"$12,360.10","$12,059.91","$2,529.91","$1,104.30","$1,903.70",18.20%,0.9329
MID000462,"$107,407.01","$104,777.73","$22,883.18","$12,904.84","$20,327.47",18.00%,0.8481
MID000463,"$49,787.48","$49,026.56","$10,574.66","$5,571.79","$8,154.51",16.60%,0.9256
MID000464,"$6,142.07","$6,041.31","$1,291.30",$627.73,$933.46,19.00%,0.8844
MID000465,"$61,939.78","$60,459.14","$13,462.41","$8,193.54","$10,511.36",19.80%,0.8869
MID000466,"$13,677.73","$13,450.07","$2,841.58","$1,463.45","$2,145.79",18.40%,0.9423
MID000467,"$117,980.20","$115,847.56","$24,886.07","$14,299.71","$20,386.31",20.80%,0.8431
MID000468,"$12,420.22","$12,109.32","$2,644.30","$1,293.20","$2,155.48",17.00%,0.9153
MID000469,"$108,668.15","$107,034.68","$22,079.85","$11,912.97","$18,083.99",17.40%,0.9361
MID000470,"$54,556.35","$52,904.28","$11,378.79","$6,652.05","$9,654.43",19.20%,0.8398
MID000471,"$108,465.28","$106,779.50","$20,686.78","$11,575.56","$16,545.05",16.60%,0.9893
MID000472,"$59,850.13","$57,832.61","$12,870.74","$7,224.01","$10,386.84",20.80%,0.8430
MID000473,"$119,781.48","$118,172.70","$25,144.67","$14,441.67","$22,603.33",18.80%,0.9060
MID000474,"$67,839.45","$66,595.49","$13,820.61","$7,804.14","$10,739.01",17.00%,0.9290
MID000475,"$6,138.27","$5,987.97","$1,344.16",$728.79,"$1,157.46",21.40%,0.8468
MID000476,"$110,244.07","$107,034.95","$22,667.37","$12,193.71","$18,222.51",18.20%,0.8931
MID000477,"$119,388.18","$116,715.34","$25,066.48","$12,500.74","$21,872.91",17.20%,0.8932
MID000478,"$1,231.48","$1,192.70",$251.34,$118.77,$186.42,18.80%,0.9210
MID000479,"$1,244,029.41","$1,223,743.73","$257,941.53","$113,673.83","$197,399.48",16.40%,0.9461
MID000480,"$66,086.32","$64,574.34","$14,327.65","$9,411.30","$13,228.63",23.20%,0.7738
MID000481,"$1,227,779.58","$1,198,655.51","$258,853.19","$147,666.98","$225,255.76",18.00%,0.8800
MID000482,"$13,724.34","$13,438.77","$2,928.94","$1,464.67","$2,355.68",14.60%,0.9301
MID000483,"$86,843.92","$85,857.41","$17,812.37","$7,484.90","$12,125.14",16.60%,1.0018
MID000484,"$97,888.72","$96,720.21","$20,123.72","$10,672.67","$14,334.50",19.00%,0.8889
MID000485,"$55,339.72","$53,892.22","$11,306.22","$5,735.08","$9,038.76",17.40%,0.9145
MID000486,"$1,234,497.91","$1,204,009.01","$264,541.96","$141,767.37","$204,263.62",18.60%,0.8864
MID000487,"$109,520.65","$107,573.49","$22,794.62","$15,775.91","$21,853.76",19.20%,0.8564
MID000488,"$1,234.12","$1,194.69",$267.32,$145.32,$223.11,18.00%,0.8758
MID000489,"$6,053.80","$5,914.77","$1,231.49",$657.52,$999.50,19.80%,0.8557
MID000490,"$60,386.40","$59,249.49","$12,605.39","$7,752.85","$10,855.32",19.20%,0.9033
MID000491,"$69,165.20","$67,793.92","$14,872.15","$6,943.34","$11,693.29",15.40%,0.9525
MID000492,"$1,219,326.16","$1,185,195.11","$251,852.87","$137,141.75","$202,668.07",17.40%,0.8709
MID000493,"$6,081.61","$5,949.66","$1,200.44",$590.01,$958.89,18.60%,0.9010
MID000494,"$67,314.24","$65,919.21","$13,566.54","$7,551.30","$10,969.82",19.40%,0.9077
MID000495,"$1,226,078.87","$1,208,536.02","$244,726.92","$137,503.08","$212,996.79",18.60%,0.9238
MID000496,"$1,228,692.48","$1,198,924.81","$259,022.57","$156,552.36","$227,298.01",18.60%,0.8829
MID000497,"$13,414.45","$13,079.47","$2,804.01","$1,511.25","$2,150.07",19.60%,0.8611
MID000498,"$1,223,145.09","$1,195,766.38","$252,105.34","$143,451.66","$236,356.89",16.00%,0.8851
MID000499,"$6,136.02","$6,040.36","$1,243.12",$752.32,"$1,188.26",17.40%,0.9138
MID000500,"$13,706.14","$13,228.75","$2,976.17","$1,453.26","$2,130.23",16.80%,0.9093
MID000501,"$97,789.27","$95,087.48","$19,353.29","$10,018.53","$16,328.66",17.40%,0.9192
MID000502,"$12,330.56","$12,104.99","$2,599.94","$1,582.38","$2,317.81",18.20%,0.8964
MID000503,"$61,103.43","$60,290.30","$12,661.56","$7,259.66","$9,555.42",20.80%,0.8769
MID000504,"$1,228,740.36","$1,202,218.18","$263,272.87","$157,444.35","$233,361.66",18.60%,0.8688
MID000505,"$60,217.61","$58,584.09","$12,564.07","$6,949.71","$10,427.14",16.20%,0.8928
MID000506,"$86,497.50","$83,661.09","$18,437.68","$8,239.35","$12,143.39",14.80%,0.9490
MID000507,"$110,158.66","$107,432.13","$22,748.23","$13,138.53","$18,952.89",19.80%,0.8862
MID000508,"$68,335.93","$67,151.41","$14,215.25","$8,591.00","$11,878.62",16.20%,0.9381
MID000509,"$118,847.53","$114,947.58","$25,856.27","$13,528.12","$20,895.43",19.40%,0.8450
MID000510,"$13,464.84","$13,167.72","$2,803.09","$1,581.73","$2,419.94",18.60%,0.8793
MID000511,"$13,605.00","$13,515.57","$2,788.72","$1,486.28","$2,216.51",19.40%,0.9341
MID000512,"$1,226.79","$1,180.49",$258.60,$147.60,$187.65,19.20%,0.8770
